Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.00068450739552306,-0.0177601382975201,-0.309617135038554,0,0,0,9.7959481753208,1.31043502484873,9.20034806129902E-10,5.13036286463764E-06,0.117663335590758,1.11756095773954E-08,1.19795759634263,0,0,0,0,0,0,package://tt_robot_new/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://tt_robot_new/meshes/base_link.STL,,Base_Stand_Table-1,Coordinate System1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link1,0.0515795102487956,0.0712796861517293,2.20004223339121E-05,0,0,0,3.10157496535556,0.00365213528794053,0.000152045186326286,5.06289312961614E-07,0.00585553170474243,-2.36168217005859E-06,0.00293625685237942,0,0,0,0,0,0,package://tt_robot_new/meshes/link1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://tt_robot_new/meshes/link1.STL,,Link_1_Prismatic_Base-1,Coordinate System2,Axis1,jlink1,prismatic,-0.000210000000085087,0,0.0336899999999996,1.5707963267949,0,0,base_link,0,0,1,330,37.68,-0.5,0.5,,,,,,,,
link2,-1.88368320941379E-10,1.74874559277782E-10,0.0467204521303066,0,0,0,0.419386742315461,0.000305156356931551,7.55334082473175E-10,-1.24629777794361E-12,0.000287056887317105,1.06009487919062E-12,0.000386600982434695,0,0,0,0,0,0,package://tt_robot_new/meshes/link2.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://tt_robot_new/meshes/link2.STL,,Link_2_Rotating_Base-1,Coordinate System3,Axis2,jlink2,revolute,0.000307000000082103,0.126190262351384,6.26813771418266E-05,-1.57079632679489,0,0,link1,0,0,-1,1.32,9420,-3.14,3.14,,,,,,,,
link3,3.25066640272098E-11,-0.123773974187578,0.0433249999999483,0,0,0,0.2011194299253,0.000440124087331883,1.08178655134614E-13,1.41113659459954E-20,0.000143174669865854,-9.03037125908013E-19,0.000324876527152772,0,0,0,0,0,0,package://tt_robot_new/meshes/link3.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://tt_robot_new/meshes/link3.STL,,Link_3_Main_arm-1,Coordinate System4,Axis3,jlink3,revolute,0,-0.0433249999999783,0.0934797376485841,-1.5707963267949,0,0,link2,0,0,-1,5.88399,4.712388975,-1.57,1.57,,,,,,,,
link4,0.0930573226616448,0.000269897585655876,0.0462109403227624,0,0,0,0.435806922427861,0.000162284988620413,-5.24307844513412E-07,-1.17325972370809E-11,0.00051189665256617,1.50430408773966E-09,0.000405471720641148,0,0,0,0,0,0,package://tt_robot_new/meshes/link4.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://tt_robot_new/meshes/link4.STL,,Link_4_Sub_Arm-1,Coordinate System5,Axis4,jlink4,revolute,0,-0.280800000000015,-0.00288594165537415,0,0,0,link3,0,0,-1,5.884,4.7124,-0.698132,1.57,,,,,,,,
link5,0.041894,-6.7695E-05,0.042274,0,0,0,0.11814,0.00014307,4.2589E-08,3.5041E-07,0.00012979,3.2235E-08,6.0556E-05,0,0,0,0,0,0,package://tt_robot_new/meshes/link5.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://tt_robot_new/meshes/link5.STL,,Link_5_Wrist-1,Coordinate System6,Axis5,jlink5,revolute,0.215000000000021,0,-0.00248905834465663,0,0,0,link4,0,0,-1,3.92266,11.10029403,-1.57,1.57,,,,,,,,
link6,8.58594260133572E-08,-9.09404329618724E-10,0.142670897995933,0,0,0,0.259215495794655,0.0012854171400005,-7.86668490843991E-11,7.11773078650646E-09,0.0015317070253974,-2.86634409453465E-12,0.000283938091295148,0,0,0,0,0,0,package://tt_robot_new/meshes/link6.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://tt_robot_new/meshes/link6.STL,,Link_6_Racket-1,Coordinate System8,Axis6,jlink6,revolute,0.0660978757954231,0,0.0487000000000821,1.5707963267949,0,1.57079632679491,link5,0,0,-1,1.96133,11.10029403,-3.14,3.14,,,,,,,,
